,공공기관,도로명 주소,위도,경도
0,서울특별시청,서울특별시 중구 세종대로 110(태평로1가),37.5663174209601,126.977829174031
1,노원구청,서울특별시 노원구 노해로 437(상계동),37.6545190418039,127.056297212439
2,송파구청,서울특별시 송파구 올림픽로 326(신천동),37.514477182474,127.105859984389
3,마포구청,서울특별시 마포구 월드컵로 지하190(성산동),37.5634263131969,126.903356973848
4,강서구청,서울특별시 강서구 남부순환로 208(외발산동),37.5468670862325,126.820414204647
